"sk_data","data","ano","trimestre","mes","nome_mes","dia","dia_semana_num","nome_dia_semana","eh_fim_de_semana"
"20250105","2025-01-05","2025","1","1","Janeiro","5","0","Domingo","1"
"20250106","2025-01-06","2025","1","1","Janeiro","6","1","Segunda-feira","0"
"20250107","2025-01-07","2025","1","1","Janeiro","7","2","Terca-feira","0"
"20250108","2025-01-08","2025","1","1","Janeiro","8","3","Quarta-feira","0"
"20250109","2025-01-09","2025","1","1","Janeiro","9","4","Quinta-feira","0"
"20250110","2025-01-10","2025","1","1","Janeiro","10","5","Sexta-feira","0"
"20250111","2025-01-11","2025","1","1","Janeiro","11","6","Sabado","1"
"20250112","2025-01-12","2025","1","1","Janeiro","12","0","Domingo","1"
"20250113","2025-01-13","2025","1","1","Janeiro","13","1","Segunda-feira","0"
"20250114","2025-01-14","2025","1","1","Janeiro","14","2","Terca-feira","0"
"20250115","2025-01-15","2025","1","1","Janeiro","15","3","Quarta-feira","0"
"20250116","2025-01-16","2025","1","1","Janeiro","16","4","Quinta-feira","0"
"20250117","2025-01-17","2025","1","1","Janeiro","17","5","Sexta-feira","0"
"20250118","2025-01-18","2025","1","1","Janeiro","18","6","Sabado","1"
"20250119","2025-01-19","2025","1","1","Janeiro","19","0","Domingo","1"
"20250120","2025-01-20","2025","1","1","Janeiro","20","1","Segunda-feira","0"
"20250121","2025-01-21","2025","1","1","Janeiro","21","2","Terca-feira","0"
"20250122","2025-01-22","2025","1","1","Janeiro","22","3","Quarta-feira","0"
"20250123","2025-01-23","2025","1","1","Janeiro","23","4","Quinta-feira","0"
"20250124","2025-01-24","2025","1","1","Janeiro","24","5","Sexta-feira","0"
"20250125","2025-01-25","2025","1","1","Janeiro","25","6","Sabado","1"
"20250126","2025-01-26","2025","1","1","Janeiro","26","0","Domingo","1"
"20250127","2025-01-27","2025","1","1","Janeiro","27","1","Segunda-feira","0"
"20250128","2025-01-28","2025","1","1","Janeiro","28","2","Terca-feira","0"
"20250129","2025-01-29","2025","1","1","Janeiro","29","3","Quarta-feira","0"
"20250130","2025-01-30","2025","1","1","Janeiro","30","4","Quinta-feira","0"
"20250131","2025-01-31","2025","1","1","Janeiro","31","5","Sexta-feira","0"
"20250201","2025-02-01","2025","1","2","Fevereiro","1","6","Sabado","1"
"20250202","2025-02-02","2025","1","2","Fevereiro","2","0","Domingo","1"
"20250203","2025-02-03","2025","1","2","Fevereiro","3","1","Segunda-feira","0"
"20250204","2025-02-04","2025","1","2","Fevereiro","4","2","Terca-feira","0"
"20250205","2025-02-05","2025","1","2","Fevereiro","5","3","Quarta-feira","0"
"20250206","2025-02-06","2025","1","2","Fevereiro","6","4","Quinta-feira","0"
"20250207","2025-02-07","2025","1","2","Fevereiro","7","5","Sexta-feira","0"
"20250208","2025-02-08","2025","1","2","Fevereiro","8","6","Sabado","1"
"20250209","2025-02-09","2025","1","2","Fevereiro","9","0","Domingo","1"
"20250210","2025-02-10","2025","1","2","Fevereiro","10","1","Segunda-feira","0"
"20250211","2025-02-11","2025","1","2","Fevereiro","11","2","Terca-feira","0"
"20250212","2025-02-12","2025","1","2","Fevereiro","12","3","Quarta-feira","0"
"20250213","2025-02-13","2025","1","2","Fevereiro","13","4","Quinta-feira","0"
"20250214","2025-02-14","2025","1","2","Fevereiro","14","5","Sexta-feira","0"
"20250215","2025-02-15","2025","1","2","Fevereiro","15","6","Sabado","1"
"20250216","2025-02-16","2025","1","2","Fevereiro","16","0","Domingo","1"
"20250217","2025-02-17","2025","1","2","Fevereiro","17","1","Segunda-feira","0"
"20250218","2025-02-18","2025","1","2","Fevereiro","18","2","Terca-feira","0"
"20250219","2025-02-19","2025","1","2","Fevereiro","19","3","Quarta-feira","0"
"20250220","2025-02-20","2025","1","2","Fevereiro","20","4","Quinta-feira","0"
"20250221","2025-02-21","2025","1","2","Fevereiro","21","5","Sexta-feira","0"
"20250222","2025-02-22","2025","1","2","Fevereiro","22","6","Sabado","1"
"20250223","2025-02-23","2025","1","2","Fevereiro","23","0","Domingo","1"
"20250224","2025-02-24","2025","1","2","Fevereiro","24","1","Segunda-feira","0"
"20250225","2025-02-25","2025","1","2","Fevereiro","25","2","Terca-feira","0"
"20250226","2025-02-26","2025","1","2","Fevereiro","26","3","Quarta-feira","0"
"20250227","2025-02-27","2025","1","2","Fevereiro","27","4","Quinta-feira","0"
"20250228","2025-02-28","2025","1","2","Fevereiro","28","5","Sexta-feira","0"
"20250301","2025-03-01","2025","1","3","Marco","1","6","Sabado","1"
"20250302","2025-03-02","2025","1","3","Marco","2","0","Domingo","1"
"20250303","2025-03-03","2025","1","3","Marco","3","1","Segunda-feira","0"
"20250304","2025-03-04","2025","1","3","Marco","4","2","Terca-feira","0"
"20250305","2025-03-05","2025","1","3","Marco","5","3","Quarta-feira","0"
"20250306","2025-03-06","2025","1","3","Marco","6","4","Quinta-feira","0"
"20250307","2025-03-07","2025","1","3","Marco","7","5","Sexta-feira","0"
"20250308","2025-03-08","2025","1","3","Marco","8","6","Sabado","1"
"20250309","2025-03-09","2025","1","3","Marco","9","0","Domingo","1"
"20250310","2025-03-10","2025","1","3","Marco","10","1","Segunda-feira","0"
"20250311","2025-03-11","2025","1","3","Marco","11","2","Terca-feira","0"
"20250312","2025-03-12","2025","1","3","Marco","12","3","Quarta-feira","0"
"20250313","2025-03-13","2025","1","3","Marco","13","4","Quinta-feira","0"
"20250314","2025-03-14","2025","1","3","Marco","14","5","Sexta-feira","0"
"20250315","2025-03-15","2025","1","3","Marco","15","6","Sabado","1"
"20250316","2025-03-16","2025","1","3","Marco","16","0","Domingo","1"
"20250317","2025-03-17","2025","1","3","Marco","17","1","Segunda-feira","0"
"20250318","2025-03-18","2025","1","3","Marco","18","2","Terca-feira","0"
"20250319","2025-03-19","2025","1","3","Marco","19","3","Quarta-feira","0"
"20250320","2025-03-20","2025","1","3","Marco","20","4","Quinta-feira","0"
"20250321","2025-03-21","2025","1","3","Marco","21","5","Sexta-feira","0"
"20250322","2025-03-22","2025","1","3","Marco","22","6","Sabado","1"
"20250323","2025-03-23","2025","1","3","Marco","23","0","Domingo","1"
"20250324","2025-03-24","2025","1","3","Marco","24","1","Segunda-feira","0"
"20250325","2025-03-25","2025","1","3","Marco","25","2","Terca-feira","0"
"20250326","2025-03-26","2025","1","3","Marco","26","3","Quarta-feira","0"
"20250327","2025-03-27","2025","1","3","Marco","27","4","Quinta-feira","0"
"20250328","2025-03-28","2025","1","3","Marco","28","5","Sexta-feira","0"
"20250329","2025-03-29","2025","1","3","Marco","29","6","Sabado","1"
"20250330","2025-03-30","2025","1","3","Marco","30","0","Domingo","1"
"20250331","2025-03-31","2025","1","3","Marco","31","1","Segunda-feira","0"
"20250401","2025-04-01","2025","2","4","Abril","1","2","Terca-feira","0"
"20250402","2025-04-02","2025","2","4","Abril","2","3","Quarta-feira","0"
"20250403","2025-04-03","2025","2","4","Abril","3","4","Quinta-feira","0"
"20250404","2025-04-04","2025","2","4","Abril","4","5","Sexta-feira","0"
"20250405","2025-04-05","2025","2","4","Abril","5","6","Sabado","1"
"20250406","2025-04-06","2025","2","4","Abril","6","0","Domingo","1"
"20250407","2025-04-07","2025","2","4","Abril","7","1","Segunda-feira","0"
"20250408","2025-04-08","2025","2","4","Abril","8","2","Terca-feira","0"
"20250409","2025-04-09","2025","2","4","Abril","9","3","Quarta-feira","0"
"20250410","2025-04-10","2025","2","4","Abril","10","4","Quinta-feira","0"
"20250411","2025-04-11","2025","2","4","Abril","11","5","Sexta-feira","0"
"20250412","2025-04-12","2025","2","4","Abril","12","6","Sabado","1"
"20250413","2025-04-13","2025","2","4","Abril","13","0","Domingo","1"
"20250414","2025-04-14","2025","2","4","Abril","14","1","Segunda-feira","0"
"20250415","2025-04-15","2025","2","4","Abril","15","2","Terca-feira","0"
"20250416","2025-04-16","2025","2","4","Abril","16","3","Quarta-feira","0"
"20250417","2025-04-17","2025","2","4","Abril","17","4","Quinta-feira","0"
"20250418","2025-04-18","2025","2","4","Abril","18","5","Sexta-feira","0"
"20250419","2025-04-19","2025","2","4","Abril","19","6","Sabado","1"
"20250420","2025-04-20","2025","2","4","Abril","20","0","Domingo","1"
"20250421","2025-04-21","2025","2","4","Abril","21","1","Segunda-feira","0"
"20250422","2025-04-22","2025","2","4","Abril","22","2","Terca-feira","0"
"20250423","2025-04-23","2025","2","4","Abril","23","3","Quarta-feira","0"
"20250424","2025-04-24","2025","2","4","Abril","24","4","Quinta-feira","0"
"20250425","2025-04-25","2025","2","4","Abril","25","5","Sexta-feira","0"
"20250426","2025-04-26","2025","2","4","Abril","26","6","Sabado","1"
"20250427","2025-04-27","2025","2","4","Abril","27","0","Domingo","1"
"20250428","2025-04-28","2025","2","4","Abril","28","1","Segunda-feira","0"
"20250429","2025-04-29","2025","2","4","Abril","29","2","Terca-feira","0"
"20250430","2025-04-30","2025","2","4","Abril","30","3","Quarta-feira","0"
"20250501","2025-05-01","2025","2","5","Maio","1","4","Quinta-feira","0"
"20250502","2025-05-02","2025","2","5","Maio","2","5","Sexta-feira","0"
"20250503","2025-05-03","2025","2","5","Maio","3","6","Sabado","1"
"20250504","2025-05-04","2025","2","5","Maio","4","0","Domingo","1"
"20250505","2025-05-05","2025","2","5","Maio","5","1","Segunda-feira","0"
"20250506","2025-05-06","2025","2","5","Maio","6","2","Terca-feira","0"
"20250507","2025-05-07","2025","2","5","Maio","7","3","Quarta-feira","0"
"20250508","2025-05-08","2025","2","5","Maio","8","4","Quinta-feira","0"
"20250509","2025-05-09","2025","2","5","Maio","9","5","Sexta-feira","0"
"20250510","2025-05-10","2025","2","5","Maio","10","6","Sabado","1"
"20250511","2025-05-11","2025","2","5","Maio","11","0","Domingo","1"
"20250512","2025-05-12","2025","2","5","Maio","12","1","Segunda-feira","0"
"20250513","2025-05-13","2025","2","5","Maio","13","2","Terca-feira","0"
"20250514","2025-05-14","2025","2","5","Maio","14","3","Quarta-feira","0"
"20250515","2025-05-15","2025","2","5","Maio","15","4","Quinta-feira","0"
"20250516","2025-05-16","2025","2","5","Maio","16","5","Sexta-feira","0"
"20250517","2025-05-17","2025","2","5","Maio","17","6","Sabado","1"
"20250518","2025-05-18","2025","2","5","Maio","18","0","Domingo","1"
"20250519","2025-05-19","2025","2","5","Maio","19","1","Segunda-feira","0"
"20250520","2025-05-20","2025","2","5","Maio","20","2","Terca-feira","0"
"20250521","2025-05-21","2025","2","5","Maio","21","3","Quarta-feira","0"
"20250522","2025-05-22","2025","2","5","Maio","22","4","Quinta-feira","0"
"20250523","2025-05-23","2025","2","5","Maio","23","5","Sexta-feira","0"
"20250524","2025-05-24","2025","2","5","Maio","24","6","Sabado","1"
"20250525","2025-05-25","2025","2","5","Maio","25","0","Domingo","1"
"20250526","2025-05-26","2025","2","5","Maio","26","1","Segunda-feira","0"
"20250527","2025-05-27","2025","2","5","Maio","27","2","Terca-feira","0"
"20250528","2025-05-28","2025","2","5","Maio","28","3","Quarta-feira","0"
"20250529","2025-05-29","2025","2","5","Maio","29","4","Quinta-feira","0"
"20250530","2025-05-30","2025","2","5","Maio","30","5","Sexta-feira","0"
"20250531","2025-05-31","2025","2","5","Maio","31","6","Sabado","1"
"20250601","2025-06-01","2025","2","6","Junho","1","0","Domingo","1"
"20250602","2025-06-02","2025","2","6","Junho","2","1","Segunda-feira","0"
"20250603","2025-06-03","2025","2","6","Junho","3","2","Terca-feira","0"
"20250604","2025-06-04","2025","2","6","Junho","4","3","Quarta-feira","0"
"20250605","2025-06-05","2025","2","6","Junho","5","4","Quinta-feira","0"
"20250606","2025-06-06","2025","2","6","Junho","6","5","Sexta-feira","0"
"20250607","2025-06-07","2025","2","6","Junho","7","6","Sabado","1"
"20250608","2025-06-08","2025","2","6","Junho","8","0","Domingo","1"
"20250609","2025-06-09","2025","2","6","Junho","9","1","Segunda-feira","0"
"20250610","2025-06-10","2025","2","6","Junho","10","2","Terca-feira","0"
"20250611","2025-06-11","2025","2","6","Junho","11","3","Quarta-feira","0"
"20250612","2025-06-12","2025","2","6","Junho","12","4","Quinta-feira","0"
"20250613","2025-06-13","2025","2","6","Junho","13","5","Sexta-feira","0"
"20250614","2025-06-14","2025","2","6","Junho","14","6","Sabado","1"
"20250615","2025-06-15","2025","2","6","Junho","15","0","Domingo","1"
"20250616","2025-06-16","2025","2","6","Junho","16","1","Segunda-feira","0"
"20250617","2025-06-17","2025","2","6","Junho","17","2","Terca-feira","0"
"20250618","2025-06-18","2025","2","6","Junho","18","3","Quarta-feira","0"
"20250619","2025-06-19","2025","2","6","Junho","19","4","Quinta-feira","0"
"20250620","2025-06-20","2025","2","6","Junho","20","5","Sexta-feira","0"
"20250621","2025-06-21","2025","2","6","Junho","21","6","Sabado","1"
"20250622","2025-06-22","2025","2","6","Junho","22","0","Domingo","1"
"20250623","2025-06-23","2025","2","6","Junho","23","1","Segunda-feira","0"
"20250624","2025-06-24","2025","2","6","Junho","24","2","Terca-feira","0"
"20250625","2025-06-25","2025","2","6","Junho","25","3","Quarta-feira","0"
"20250626","2025-06-26","2025","2","6","Junho","26","4","Quinta-feira","0"
"20250627","2025-06-27","2025","2","6","Junho","27","5","Sexta-feira","0"
"20250628","2025-06-28","2025","2","6","Junho","28","6","Sabado","1"
"20250629","2025-06-29","2025","2","6","Junho","29","0","Domingo","1"
"20250630","2025-06-30","2025","2","6","Junho","30","1","Segunda-feira","0"
"20250701","2025-07-01","2025","3","7","Julho","1","2","Terca-feira","0"
"20250702","2025-07-02","2025","3","7","Julho","2","3","Quarta-feira","0"
"20250703","2025-07-03","2025","3","7","Julho","3","4","Quinta-feira","0"
"20250704","2025-07-04","2025","3","7","Julho","4","5","Sexta-feira","0"
"20250705","2025-07-05","2025","3","7","Julho","5","6","Sabado","1"
"20250706","2025-07-06","2025","3","7","Julho","6","0","Domingo","1"
"20250707","2025-07-07","2025","3","7","Julho","7","1","Segunda-feira","0"
"20250708","2025-07-08","2025","3","7","Julho","8","2","Terca-feira","0"
"20250709","2025-07-09","2025","3","7","Julho","9","3","Quarta-feira","0"
"20250710","2025-07-10","2025","3","7","Julho","10","4","Quinta-feira","0"
"20250711","2025-07-11","2025","3","7","Julho","11","5","Sexta-feira","0"
"20250712","2025-07-12","2025","3","7","Julho","12","6","Sabado","1"
"20250713","2025-07-13","2025","3","7","Julho","13","0","Domingo","1"
"20250714","2025-07-14","2025","3","7","Julho","14","1","Segunda-feira","0"
"20250715","2025-07-15","2025","3","7","Julho","15","2","Terca-feira","0"
"20250716","2025-07-16","2025","3","7","Julho","16","3","Quarta-feira","0"
"20250717","2025-07-17","2025","3","7","Julho","17","4","Quinta-feira","0"
"20250718","2025-07-18","2025","3","7","Julho","18","5","Sexta-feira","0"
"20250719","2025-07-19","2025","3","7","Julho","19","6","Sabado","1"
"20250720","2025-07-20","2025","3","7","Julho","20","0","Domingo","1"
"20250721","2025-07-21","2025","3","7","Julho","21","1","Segunda-feira","0"
"20250722","2025-07-22","2025","3","7","Julho","22","2","Terca-feira","0"
"20250723","2025-07-23","2025","3","7","Julho","23","3","Quarta-feira","0"
"20250724","2025-07-24","2025","3","7","Julho","24","4","Quinta-feira","0"
"20250725","2025-07-25","2025","3","7","Julho","25","5","Sexta-feira","0"
"20250726","2025-07-26","2025","3","7","Julho","26","6","Sabado","1"
"20250727","2025-07-27","2025","3","7","Julho","27","0","Domingo","1"
"20250728","2025-07-28","2025","3","7","Julho","28","1","Segunda-feira","0"
"20250729","2025-07-29","2025","3","7","Julho","29","2","Terca-feira","0"
"20250730","2025-07-30","2025","3","7","Julho","30","3","Quarta-feira","0"
"20250731","2025-07-31","2025","3","7","Julho","31","4","Quinta-feira","0"
"20250801","2025-08-01","2025","3","8","Agosto","1","5","Sexta-feira","0"
"20250802","2025-08-02","2025","3","8","Agosto","2","6","Sabado","1"
"20250803","2025-08-03","2025","3","8","Agosto","3","0","Domingo","1"
"20250804","2025-08-04","2025","3","8","Agosto","4","1","Segunda-feira","0"
"20250805","2025-08-05","2025","3","8","Agosto","5","2","Terca-feira","0"
"20250806","2025-08-06","2025","3","8","Agosto","6","3","Quarta-feira","0"
"20250807","2025-08-07","2025","3","8","Agosto","7","4","Quinta-feira","0"
"20250808","2025-08-08","2025","3","8","Agosto","8","5","Sexta-feira","0"
"20250809","2025-08-09","2025","3","8","Agosto","9","6","Sabado","1"
"20250810","2025-08-10","2025","3","8","Agosto","10","0","Domingo","1"
"20250811","2025-08-11","2025","3","8","Agosto","11","1","Segunda-feira","0"
"20250812","2025-08-12","2025","3","8","Agosto","12","2","Terca-feira","0"
"20250813","2025-08-13","2025","3","8","Agosto","13","3","Quarta-feira","0"
"20250814","2025-08-14","2025","3","8","Agosto","14","4","Quinta-feira","0"
"20250815","2025-08-15","2025","3","8","Agosto","15","5","Sexta-feira","0"
"20250816","2025-08-16","2025","3","8","Agosto","16","6","Sabado","1"
"20250817","2025-08-17","2025","3","8","Agosto","17","0","Domingo","1"
"20250818","2025-08-18","2025","3","8","Agosto","18","1","Segunda-feira","0"
"20250819","2025-08-19","2025","3","8","Agosto","19","2","Terca-feira","0"
"20250820","2025-08-20","2025","3","8","Agosto","20","3","Quarta-feira","0"
"20250821","2025-08-21","2025","3","8","Agosto","21","4","Quinta-feira","0"
"20250822","2025-08-22","2025","3","8","Agosto","22","5","Sexta-feira","0"
"20250823","2025-08-23","2025","3","8","Agosto","23","6","Sabado","1"
"20250824","2025-08-24","2025","3","8","Agosto","24","0","Domingo","1"
"20250825","2025-08-25","2025","3","8","Agosto","25","1","Segunda-feira","0"
"20250826","2025-08-26","2025","3","8","Agosto","26","2","Terca-feira","0"
"20250827","2025-08-27","2025","3","8","Agosto","27","3","Quarta-feira","0"
"20250828","2025-08-28","2025","3","8","Agosto","28","4","Quinta-feira","0"
"20250829","2025-08-29","2025","3","8","Agosto","29","5","Sexta-feira","0"
"20250830","2025-08-30","2025","3","8","Agosto","30","6","Sabado","1"
"20250831","2025-08-31","2025","3","8","Agosto","31","0","Domingo","1"
"20250901","2025-09-01","2025","3","9","Setembro","1","1","Segunda-feira","0"
"20250902","2025-09-02","2025","3","9","Setembro","2","2","Terca-feira","0"
"20250903","2025-09-03","2025","3","9","Setembro","3","3","Quarta-feira","0"
"20250904","2025-09-04","2025","3","9","Setembro","4","4","Quinta-feira","0"
"20250905","2025-09-05","2025","3","9","Setembro","5","5","Sexta-feira","0"
"20250906","2025-09-06","2025","3","9","Setembro","6","6","Sabado","1"
"20250907","2025-09-07","2025","3","9","Setembro","7","0","Domingo","1"
"20250908","2025-09-08","2025","3","9","Setembro","8","1","Segunda-feira","0"
"20250909","2025-09-09","2025","3","9","Setembro","9","2","Terca-feira","0"
"20250910","2025-09-10","2025","3","9","Setembro","10","3","Quarta-feira","0"
"20250911","2025-09-11","2025","3","9","Setembro","11","4","Quinta-feira","0"
"20250912","2025-09-12","2025","3","9","Setembro","12","5","Sexta-feira","0"
"20250913","2025-09-13","2025","3","9","Setembro","13","6","Sabado","1"
"20250914","2025-09-14","2025","3","9","Setembro","14","0","Domingo","1"
"20250915","2025-09-15","2025","3","9","Setembro","15","1","Segunda-feira","0"
"20250916","2025-09-16","2025","3","9","Setembro","16","2","Terca-feira","0"
"20250917","2025-09-17","2025","3","9","Setembro","17","3","Quarta-feira","0"
"20250918","2025-09-18","2025","3","9","Setembro","18","4","Quinta-feira","0"
"20250919","2025-09-19","2025","3","9","Setembro","19","5","Sexta-feira","0"
"20250920","2025-09-20","2025","3","9","Setembro","20","6","Sabado","1"
"20250921","2025-09-21","2025","3","9","Setembro","21","0","Domingo","1"
"20250922","2025-09-22","2025","3","9","Setembro","22","1","Segunda-feira","0"
"20250923","2025-09-23","2025","3","9","Setembro","23","2","Terca-feira","0"
"20250924","2025-09-24","2025","3","9","Setembro","24","3","Quarta-feira","0"
"20250925","2025-09-25","2025","3","9","Setembro","25","4","Quinta-feira","0"
"20250926","2025-09-26","2025","3","9","Setembro","26","5","Sexta-feira","0"
"20250927","2025-09-27","2025","3","9","Setembro","27","6","Sabado","1"
"20250928","2025-09-28","2025","3","9","Setembro","28","0","Domingo","1"
"20250929","2025-09-29","2025","3","9","Setembro","29","1","Segunda-feira","0"
"20250930","2025-09-30","2025","3","9","Setembro","30","2","Terca-feira","0"
"20251001","2025-10-01","2025","4","10","Outubro","1","3","Quarta-feira","0"
"20251002","2025-10-02","2025","4","10","Outubro","2","4","Quinta-feira","0"
"20251003","2025-10-03","2025","4","10","Outubro","3","5","Sexta-feira","0"
"20251004","2025-10-04","2025","4","10","Outubro","4","6","Sabado","1"
"20251005","2025-10-05","2025","4","10","Outubro","5","0","Domingo","1"
"20251006","2025-10-06","2025","4","10","Outubro","6","1","Segunda-feira","0"
"20251007","2025-10-07","2025","4","10","Outubro","7","2","Terca-feira","0"
"20251008","2025-10-08","2025","4","10","Outubro","8","3","Quarta-feira","0"
"20251009","2025-10-09","2025","4","10","Outubro","9","4","Quinta-feira","0"
"20251010","2025-10-10","2025","4","10","Outubro","10","5","Sexta-feira","0"
"20251011","2025-10-11","2025","4","10","Outubro","11","6","Sabado","1"
"20251012","2025-10-12","2025","4","10","Outubro","12","0","Domingo","1"
"20251013","2025-10-13","2025","4","10","Outubro","13","1","Segunda-feira","0"
"20251014","2025-10-14","2025","4","10","Outubro","14","2","Terca-feira","0"
"20251015","2025-10-15","2025","4","10","Outubro","15","3","Quarta-feira","0"
"20251016","2025-10-16","2025","4","10","Outubro","16","4","Quinta-feira","0"
"20251017","2025-10-17","2025","4","10","Outubro","17","5","Sexta-feira","0"
"20251018","2025-10-18","2025","4","10","Outubro","18","6","Sabado","1"
"20251019","2025-10-19","2025","4","10","Outubro","19","0","Domingo","1"
"20251020","2025-10-20","2025","4","10","Outubro","20","1","Segunda-feira","0"
"20251021","2025-10-21","2025","4","10","Outubro","21","2","Terca-feira","0"
"20251022","2025-10-22","2025","4","10","Outubro","22","3","Quarta-feira","0"
"20251023","2025-10-23","2025","4","10","Outubro","23","4","Quinta-feira","0"
"20251024","2025-10-24","2025","4","10","Outubro","24","5","Sexta-feira","0"
"20251025","2025-10-25","2025","4","10","Outubro","25","6","Sabado","1"
"20251026","2025-10-26","2025","4","10","Outubro","26","0","Domingo","1"
"20251027","2025-10-27","2025","4","10","Outubro","27","1","Segunda-feira","0"
"20251028","2025-10-28","2025","4","10","Outubro","28","2","Terca-feira","0"
"20251029","2025-10-29","2025","4","10","Outubro","29","3","Quarta-feira","0"
"20251030","2025-10-30","2025","4","10","Outubro","30","4","Quinta-feira","0"
"20251031","2025-10-31","2025","4","10","Outubro","31","5","Sexta-feira","0"
"20251101","2025-11-01","2025","4","11","Novembro","1","6","Sabado","1"
"20251102","2025-11-02","2025","4","11","Novembro","2","0","Domingo","1"
"20251103","2025-11-03","2025","4","11","Novembro","3","1","Segunda-feira","0"
"20251104","2025-11-04","2025","4","11","Novembro","4","2","Terca-feira","0"
"20251105","2025-11-05","2025","4","11","Novembro","5","3","Quarta-feira","0"
"20251106","2025-11-06","2025","4","11","Novembro","6","4","Quinta-feira","0"
"20251107","2025-11-07","2025","4","11","Novembro","7","5","Sexta-feira","0"
"20251108","2025-11-08","2025","4","11","Novembro","8","6","Sabado","1"
"20251109","2025-11-09","2025","4","11","Novembro","9","0","Domingo","1"
"20251110","2025-11-10","2025","4","11","Novembro","10","1","Segunda-feira","0"
"20251111","2025-11-11","2025","4","11","Novembro","11","2","Terca-feira","0"
"20251112","2025-11-12","2025","4","11","Novembro","12","3","Quarta-feira","0"
"20251113","2025-11-13","2025","4","11","Novembro","13","4","Quinta-feira","0"
"20251114","2025-11-14","2025","4","11","Novembro","14","5","Sexta-feira","0"
"20251115","2025-11-15","2025","4","11","Novembro","15","6","Sabado","1"
"20251116","2025-11-16","2025","4","11","Novembro","16","0","Domingo","1"
"20251117","2025-11-17","2025","4","11","Novembro","17","1","Segunda-feira","0"
"20251118","2025-11-18","2025","4","11","Novembro","18","2","Terca-feira","0"
"20251119","2025-11-19","2025","4","11","Novembro","19","3","Quarta-feira","0"
"20251120","2025-11-20","2025","4","11","Novembro","20","4","Quinta-feira","0"
"20251121","2025-11-21","2025","4","11","Novembro","21","5","Sexta-feira","0"
"20251122","2025-11-22","2025","4","11","Novembro","22","6","Sabado","1"
"20251123","2025-11-23","2025","4","11","Novembro","23","0","Domingo","1"
"20251124","2025-11-24","2025","4","11","Novembro","24","1","Segunda-feira","0"
"20251125","2025-11-25","2025","4","11","Novembro","25","2","Terca-feira","0"
"20251126","2025-11-26","2025","4","11","Novembro","26","3","Quarta-feira","0"
"20251127","2025-11-27","2025","4","11","Novembro","27","4","Quinta-feira","0"
"20251128","2025-11-28","2025","4","11","Novembro","28","5","Sexta-feira","0"
"20251129","2025-11-29","2025","4","11","Novembro","29","6","Sabado","1"
"20251130","2025-11-30","2025","4","11","Novembro","30","0","Domingo","1"
"20251201","2025-12-01","2025","4","12","Dezembro","1","1","Segunda-feira","0"
"20251202","2025-12-02","2025","4","12","Dezembro","2","2","Terca-feira","0"
"20251203","2025-12-03","2025","4","12","Dezembro","3","3","Quarta-feira","0"
"20251204","2025-12-04","2025","4","12","Dezembro","4","4","Quinta-feira","0"
"20251205","2025-12-05","2025","4","12","Dezembro","5","5","Sexta-feira","0"
"20251206","2025-12-06","2025","4","12","Dezembro","6","6","Sabado","1"
"20251207","2025-12-07","2025","4","12","Dezembro","7","0","Domingo","1"
"20251208","2025-12-08","2025","4","12","Dezembro","8","1","Segunda-feira","0"
"20251209","2025-12-09","2025","4","12","Dezembro","9","2","Terca-feira","0"
"20251210","2025-12-10","2025","4","12","Dezembro","10","3","Quarta-feira","0"
"20251211","2025-12-11","2025","4","12","Dezembro","11","4","Quinta-feira","0"
"20251212","2025-12-12","2025","4","12","Dezembro","12","5","Sexta-feira","0"
"20251213","2025-12-13","2025","4","12","Dezembro","13","6","Sabado","1"
"20251214","2025-12-14","2025","4","12","Dezembro","14","0","Domingo","1"
"20251215","2025-12-15","2025","4","12","Dezembro","15","1","Segunda-feira","0"
"20251216","2025-12-16","2025","4","12","Dezembro","16","2","Terca-feira","0"
"20251217","2025-12-17","2025","4","12","Dezembro","17","3","Quarta-feira","0"
"20251218","2025-12-18","2025","4","12","Dezembro","18","4","Quinta-feira","0"
"20251219","2025-12-19","2025","4","12","Dezembro","19","5","Sexta-feira","0"
"20251220","2025-12-20","2025","4","12","Dezembro","20","6","Sabado","1"
"20251221","2025-12-21","2025","4","12","Dezembro","21","0","Domingo","1"
"20251222","2025-12-22","2025","4","12","Dezembro","22","1","Segunda-feira","0"
"20251223","2025-12-23","2025","4","12","Dezembro","23","2","Terca-feira","0"
"20251224","2025-12-24","2025","4","12","Dezembro","24","3","Quarta-feira","0"
"20251225","2025-12-25","2025","4","12","Dezembro","25","4","Quinta-feira","0"
"20251226","2025-12-26","2025","4","12","Dezembro","26","5","Sexta-feira","0"
"20251227","2025-12-27","2025","4","12","Dezembro","27","6","Sabado","1"
"20251228","2025-12-28","2025","4","12","Dezembro","28","0","Domingo","1"
"20251229","2025-12-29","2025","4","12","Dezembro","29","1","Segunda-feira","0"
"20251230","2025-12-30","2025","4","12","Dezembro","30","2","Terca-feira","0"
"20251231","2025-12-31","2025","4","12","Dezembro","31","3","Quarta-feira","0"
"20260101","2026-01-01","2026","1","1","Janeiro","1","4","Quinta-feira","0"
"20260102","2026-01-02","2026","1","1","Janeiro","2","5","Sexta-feira","0"
"20260103","2026-01-03","2026","1","1","Janeiro","3","6","Sabado","1"
"20260104","2026-01-04","2026","1","1","Janeiro","4","0","Domingo","1"
"20260105","2026-01-05","2026","1","1","Janeiro","5","1","Segunda-feira","0"
"20260106","2026-01-06","2026","1","1","Janeiro","6","2","Terca-feira","0"
